Fre,44,od,1111101100
Fre,41,od,11111011010
Fre,37,od,11111011011
Fre,36,od,11111011100
Fre,31,od,11111011101
Fre,31,od,11111011110
Fre,30,od,11111011111
Fre,28,od,11111100000
Fre,28,od,11111100001
Fre,27,od,11111100010
Fre,26,od,111111000110
Fre,25,od,111111000111
Fre,25,od,11111100100
Fre,25,od,11111100101
Fre,23,od,11111100110
Fre,23,od,111111001110
Fre,22,od,111111001111
Fre,22,od,11111101000
Fre,20,od,111111010010
Fre,20,od,111111010011
Fre,19,od,11111101010
Fre,18,od,111111010110
Fre,18,od,111111010111
Fre,18,od,11111101100
Fre,17,od,111111011010
Fre,17,od,111111011011
Fre,17,od,111111011100
Fre,16,od,111111011101
Fre,16,od,111111011110
Fre,16,od,111111011111
Fre,15,od,111111100000
Fre,14,od,111111100001
Fre,14,od,111111100010
Fre,13,od,1111111000110
Fre,13,od,1111111000111
Fre,12,od,111111100100
Fre,12,od,111111100101
Fre,12,od,111111100110
Fre,11,od,1111111001110
Fre,11,od,1111111001111
Fre,11,od,111111101000
Fre,11,od,1111111010010
Fre,10,od,1111111010011
Fre,10,od,111111101010
Fre,10,od,1111111010110
Fre,9,od,1111111010111
Fre,9,od,1111111011000
Fre,9,od,1111111011001
Fre,9,od,111111101101
Fre,9,od,1111111011100
Fre,8,od,1111111011101
Fre,8,od,1111111011110
Fre,8,od,1111111011111
Fre,8,od,1111111100000
Fre,8,od,1111111100001
Fre,7,od,1111111100010
Fre,7,od,1111111100011
Fre,7,od,1111111100100
Fre,7,od,1111111100101
Fre,6,od,11111111001100
Fre,6,od,11111111001101
Fre,6,od,1111111100111
Fre,5,od,11111111010000
Fre,5,od,11111111010001
Fre,5,od,11111111010010
Fre,5,od,11111111010011
Fre,5,od,11111111010100
Fre,5,od,11111111010101
Fre,5,od,1111111101011
Fre,5,od,11111111011000
Fre,5,od,11111111011001
Fre,5,od,1111111101101
Fre,4,od,11111111011100
Fre,4,od,11111111011101
Fre,4,od,11111111011110
Fre,4,od,11111111011111
Fre,4,od,11111111100000
Fre,4,od,11111111100001
Fre,4,od,11111111100010
Fre,4,od,11111111100011
Fre,4,od,11111111100100
Fre,4,od,11111111100101
Fre,4,od,11111111100110
Fre,4,od,11111111100111
Fre,4,od,11111111101000
Fre,4,od,11111111101001
Fre,4,od,11111111101010
Fre,4,od,11111111101011
Fre,3,od,111111111011000
Fre,3,od,111111111011001
Fre,3,od,11111111101101
Fre,3,od,11111111101110
Fre,3,od,11111111101111
Fre,3,od,111111111100000
Fre,3,od,111111111100001
Fre,3,od,11111111110001
Fre,3,od,11111111110010
Fre,3,od,11111111110011
Fre,3,od,11111111110100
Fre,2,od,111111111101010
Fre,2,od,111111111101011
Fre,2,od,111111111101100
Fre,2,od,111111111101101
Fre,2,od,111111111101110
Fre,2,od,111111111101111
Fre,2,od,111111111110000
Fre,2,od,111111111110001
Fre,2,od,111111111110010
Fre,2,od,111111111110011
Fre,2,od,111111111110100
Fre,2,od,111111111110101
Fre,2,od,111111111110110
Fre,2,od,111111111110111
Fre,2,od,111111111111000
Fre,1,od,1111111111110010
Fre,1,od,1111111111110011
Fre,1,od,1111111111110100
Fre,1,od,1111111111110101
Fre,1,od,1111111111110110
Fre,1,od,1111111111110111
Fre,1,od,1111111111111000
Fre,1,od,1111111111111001
Fre,1,od,1111111111111010
Fre,1,od,1111111111111011
Fre,1,od,1111111111111100
Fre,1,od,1111111111111101
Fre,1,od,111111111111111
